Rule_name,Customer_type,Customer_ID,Hit_Date
R06,Individual,15,2017/1/14
R06,Individual,17,2017/1/14
R06,Individual,19,2017/1/14
R06,Individual,27,2017/1/14
R06,Individual,28,2017/1/14
R06,Individual,29,2017/1/14
R06,Individual,31,2017/1/14
R06,Individual,32,2017/1/14
R06,Individual,42,2017/1/14
R06,Individual,49,2017/1/14
R13,Corporate,66,2017/1/14
R06,Individual,1,2017/1/15
R06,Individual,2,2017/1/15
R06,Individual,3,2017/1/15
R06,Individual,15,2017/1/15
R06,Individual,16,2017/1/15
R06,Individual,17,2017/1/15
R06,Individual,19,2017/1/15
R06,Individual,27,2017/1/15
R06,Individual,32,2017/1/15
R06,Individual,42,2017/1/15
R06,Individual,45,2017/1/15
R06,Individual,49,2017/1/15
R13,Corporate,66,2017/1/15
R02,Individual,40,2017/1/16
R06,Individual,1,2017/1/16
R06,Individual,7,2017/1/16
R06,Individual,9,2017/1/16
R06,Individual,13,2017/1/16
R06,Individual,15,2017/1/16
R06,Individual,16,2017/1/16
R06,Individual,17,2017/1/16
R06,Individual,19,2017/1/16
R06,Individual,27,2017/1/16
R06,Individual,28,2017/1/16
R06,Individual,31,2017/1/16
R06,Individual,41,2017/1/16
R06,Individual,42,2017/1/16
R06,Individual,45,2017/1/16
R06,Individual,49,2017/1/16
R07,Individual,41,2017/1/16
R13,Corporate,66,2017/1/16
R13,Corporate,86,2017/1/16
R13,Corporate,88,2017/1/16
R13,Corporate,90,2017/1/16
R13,Corporate,96,2017/1/16
R01,Corporate,86,2017/1/17
R02,Corporate,86,2017/1/17
R02,Corporate,93,2017/1/17
R03,Corporate,52,2017/1/17
R03,Corporate,65,2017/1/17
R03,Corporate,85,2017/1/17
R04,Individual,28,2017/1/17
R05,Corporate,65,2017/1/17
R05,Corporate,85,2017/1/17
R06,Corporate,52,2017/1/17
R06,Corporate,85,2017/1/17
R06,Individual,1,2017/1/17
R06,Individual,7,2017/1/17
R06,Individual,9,2017/1/17
R06,Individual,13,2017/1/17
R06,Individual,15,2017/1/17
R06,Individual,16,2017/1/17
R06,Individual,17,2017/1/17
R06,Individual,19,2017/1/17
R06,Individual,27,2017/1/17
R06,Individual,41,2017/1/17
R06,Individual,45,2017/1/17
R06,Individual,48,2017/1/17
R06,Individual,49,2017/1/17
R07,Individual,46,2017/1/17
R08,Individual,9,2017/1/17
R10,Corporate,52,2017/1/17
R10,Corporate,65,2017/1/17
R10,Corporate,85,2017/1/17
R13,Corporate,52,2017/1/17
R13,Corporate,65,2017/1/17
R13,Corporate,66,2017/1/17
R13,Corporate,72,2017/1/17
R13,Corporate,81,2017/1/17
R13,Corporate,85,2017/1/17
R13,Corporate,86,2017/1/17
R13,Corporate,88,2017/1/17
R13,Corporate,95,2017/1/17
R13,Corporate,96,2017/1/17
R16,Corporate,86,2017/1/17
R01,Corporate,88,2017/1/18
R02,Corporate,66,2017/1/18
R03,Corporate,60,2017/1/18
R03,Corporate,65,2017/1/18
R03,Corporate,66,2017/1/18
R03,Corporate,85,2017/1/18
R05,Corporate,60,2017/1/18
R05,Corporate,85,2017/1/18
R06,Individual,1,2017/1/18
R06,Individual,2,2017/1/18
R06,Individual,5,2017/1/18
R06,Individual,7,2017/1/18
R06,Individual,9,2017/1/18
R06,Individual,11,2017/1/18
R06,Individual,13,2017/1/18
R06,Individual,16,2017/1/18
R06,Individual,17,2017/1/18
R06,Individual,19,2017/1/18
R06,Individual,27,2017/1/18
R06,Individual,38,2017/1/18
R06,Individual,39,2017/1/18
R06,Individual,41,2017/1/18
R06,Individual,42,2017/1/18
R06,Individual,45,2017/1/18
R06,Individual,48,2017/1/18
R06,Individual,49,2017/1/18
R08,Individual,26,2017/1/18
R10,Corporate,60,2017/1/18
R10,Corporate,65,2017/1/18
R10,Corporate,66,2017/1/18
R10,Corporate,85,2017/1/18
R11,Corporate,66,2017/1/18
R11,Corporate,86,2017/1/18
R13,Corporate,52,2017/1/18
R13,Corporate,60,2017/1/18
R13,Corporate,65,2017/1/18
R13,Corporate,66,2017/1/18
R13,Corporate,72,2017/1/18
R13,Corporate,85,2017/1/18
R13,Corporate,86,2017/1/18
R13,Corporate,88,2017/1/18
R13,Corporate,92,2017/1/18
R13,Corporate,95,2017/1/18
R15,Corporate,60,2017/1/18
R16,Corporate,60,2017/1/18
R16,Corporate,86,2017/1/18
R01,Corporate,86,2017/1/19
R03,Corporate,65,2017/1/19
R03,Corporate,86,2017/1/19
R03,Corporate,92,2017/1/19
R05,Corporate,91,2017/1/19
R06,Corporate,65,2017/1/19
R06,Corporate,86,2017/1/19
R06,Corporate,92,2017/1/19
R06,Individual,1,2017/1/19
R06,Individual,2,2017/1/19
R06,Individual,5,2017/1/19
R06,Individual,7,2017/1/19
R06,Individual,9,2017/1/19
R06,Individual,11,2017/1/19
R06,Individual,13,2017/1/19
R06,Individual,16,2017/1/19
R06,Individual,27,2017/1/19
R06,Individual,38,2017/1/19
R06,Individual,39,2017/1/19
R06,Individual,41,2017/1/19
R06,Individual,42,2017/1/19
R06,Individual,45,2017/1/19
R06,Individual,48,2017/1/19
R10,Corporate,65,2017/1/19
R10,Corporate,86,2017/1/19
R10,Corporate,92,2017/1/19
R11,Corporate,66,2017/1/19
R11,Corporate,86,2017/1/19
R13,Corporate,58,2017/1/19
R13,Corporate,65,2017/1/19
R13,Corporate,66,2017/1/19
R13,Corporate,81,2017/1/19
R13,Corporate,85,2017/1/19
R13,Corporate,86,2017/1/19
R13,Corporate,88,2017/1/19
R13,Corporate,92,2017/1/19
R13,Corporate,95,2017/1/19
R16,Corporate,86,2017/1/19
R01,Corporate,86,2017/1/20
R02,Individual,32,2017/1/20
R03,Corporate,65,2017/1/20
R03,Corporate,92,2017/1/20
R04,Individual,11,2017/1/20
R04,Individual,46,2017/1/20
R05,Corporate,92,2017/1/20
R06,Corporate,92,2017/1/20
R06,Individual,1,2017/1/20
R06,Individual,2,2017/1/20
R06,Individual,4,2017/1/20
R06,Individual,5,2017/1/20
R06,Individual,7,2017/1/20
R06,Individual,9,2017/1/20
R06,Individual,11,2017/1/20
R06,Individual,13,2017/1/20
R06,Individual,16,2017/1/20
R06,Individual,23,2017/1/20
R06,Individual,27,2017/1/20
R06,Individual,38,2017/1/20
R06,Individual,39,2017/1/20
R06,Individual,41,2017/1/20
R06,Individual,42,2017/1/20
R06,Individual,45,2017/1/20
R06,Individual,48,2017/1/20
R06,Individual,49,2017/1/20
R07,Individual,46,2017/1/20
R08,Individual,9,2017/1/20
R08,Individual,46,2017/1/20
R10,Corporate,65,2017/1/20
R10,Corporate,92,2017/1/20
R10,Individual,30,2017/1/20
R11,Corporate,86,2017/1/20
R13,Corporate,51,2017/1/20
R13,Corporate,65,2017/1/20
R13,Corporate,66,2017/1/20
R13,Corporate,69,2017/1/20
R13,Corporate,72,2017/1/20
R13,Corporate,76,2017/1/20
R13,Corporate,84,2017/1/20
R13,Corporate,86,2017/1/20
R13,Corporate,88,2017/1/20
R13,Corporate,92,2017/1/20
R13,Corporate,95,2017/1/20
R16,Corporate,70,2017/1/20
R16,Corporate,83,2017/1/20
R16,Corporate,86,2017/1/20
R06,Individual,1,2017/1/21
R06,Individual,2,2017/1/21
R06,Individual,3,2017/1/21
R06,Individual,4,2017/1/21
R06,Individual,5,2017/1/21
R06,Individual,6,2017/1/21
R06,Individual,7,2017/1/21
R06,Individual,9,2017/1/21
R06,Individual,11,2017/1/21
R06,Individual,13,2017/1/21
R06,Individual,16,2017/1/21
R06,Individual,23,2017/1/21
R06,Individual,38,2017/1/21
R06,Individual,39,2017/1/21
R06,Individual,41,2017/1/21
R06,Individual,42,2017/1/21
R06,Individual,45,2017/1/21
R06,Individual,48,2017/1/21
R06,Individual,49,2017/1/21
R13,Corporate,66,2017/1/21
R13,Corporate,89,2017/1/21
R13,Corporate,95,2017/1/21
R06,Individual,1,2017/1/22
R06,Individual,2,2017/1/22
R06,Individual,3,2017/1/22
R06,Individual,4,2017/1/22
R06,Individual,5,2017/1/22
R06,Individual,6,2017/1/22
R06,Individual,7,2017/1/22
R06,Individual,9,2017/1/22
R06,Individual,13,2017/1/22
R06,Individual,16,2017/1/22
R06,Individual,23,2017/1/22
R06,Individual,37,2017/1/22
R06,Individual,38,2017/1/22
R06,Individual,39,2017/1/22
R06,Individual,48,2017/1/22
R06,Individual,49,2017/1/22
R13,Corporate,66,2017/1/22
R16,Corporate,86,2017/1/22
R02,Corporate,69,2017/1/23
R03,Corporate,51,2017/1/23
R03,Corporate,60,2017/1/23
R03,Corporate,69,2017/1/23
R03,Corporate,88,2017/1/23
R05,Corporate,60,2017/1/23
R05,Corporate,95,2017/1/23
R06,Corporate,60,2017/1/23
R06,Corporate,88,2017/1/23
R06,Individual,1,2017/1/23
R06,Individual,2,2017/1/23
R06,Individual,3,2017/1/23
R06,Individual,4,2017/1/23
R06,Individual,5,2017/1/23
R06,Individual,6,2017/1/23
R06,Individual,7,2017/1/23
R06,Individual,11,2017/1/23
R06,Individual,16,2017/1/23
R06,Individual,20,2017/1/23
R06,Individual,23,2017/1/23
R06,Individual,34,2017/1/23
R06,Individual,37,2017/1/23
R06,Individual,38,2017/1/23
R06,Individual,39,2017/1/23
R06,Individual,41,2017/1/23
R06,Individual,42,2017/1/23
R06,Individual,48,2017/1/23
R06,Individual,49,2017/1/23
R10,Corporate,51,2017/1/23
R10,Corporate,60,2017/1/23
R10,Corporate,69,2017/1/23
R11,Corporate,86,2017/1/23
R13,Corporate,51,2017/1/23
R13,Corporate,56,2017/1/23
R13,Corporate,60,2017/1/23
R13,Corporate,65,2017/1/23
R13,Corporate,66,2017/1/23
R13,Corporate,69,2017/1/23
R13,Corporate,84,2017/1/23
R13,Corporate,86,2017/1/23
R13,Corporate,88,2017/1/23
R13,Corporate,92,2017/1/23
R13,Corporate,95,2017/1/23
R15,Corporate,51,2017/1/23
R15,Corporate,60,2017/1/23
R16,Corporate,60,2017/1/23
R01,Corporate,86,2017/1/24
R01,Corporate,88,2017/1/24
R02,Individual,26,2017/1/24
R03,Corporate,56,2017/1/24
R03,Corporate,65,2017/1/24
R03,Corporate,95,2017/1/24
R03,Individual,26,2017/1/24
R04,Individual,26,2017/1/24
R05,Corporate,95,2017/1/24
R06,Corporate,56,2017/1/24
R06,Individual,1,2017/1/24
R06,Individual,2,2017/1/24
R06,Individual,3,2017/1/24
R06,Individual,4,2017/1/24
R06,Individual,5,2017/1/24
R06,Individual,6,2017/1/24
R06,Individual,7,2017/1/24
R06,Individual,8,2017/1/24
R06,Individual,11,2017/1/24
R06,Individual,15,2017/1/24
R06,Individual,16,2017/1/24
R06,Individual,18,2017/1/24
R06,Individual,20,2017/1/24
R06,Individual,23,2017/1/24
R06,Individual,34,2017/1/24
R06,Individual,37,2017/1/24
R06,Individual,38,2017/1/24
R06,Individual,39,2017/1/24
R06,Individual,41,2017/1/24
R06,Individual,42,2017/1/24
R06,Individual,45,2017/1/24
R06,Individual,49,2017/1/24
R08,Individual,26,2017/1/24
R10,Corporate,56,2017/1/24
R10,Corporate,65,2017/1/24
R10,Corporate,95,2017/1/24
R11,Corporate,56,2017/1/24
R11,Corporate,86,2017/1/24
R11,Corporate,95,2017/1/24
R11,Individual,26,2017/1/24
R13,Corporate,56,2017/1/24
R13,Corporate,65,2017/1/24
R13,Corporate,66,2017/1/24
R13,Corporate,71,2017/1/24
R13,Corporate,86,2017/1/24
R13,Corporate,88,2017/1/24
R13,Corporate,95,2017/1/24
R15,Corporate,65,2017/1/24
R16,Corporate,86,2017/1/24
R02,Corporate,88,2017/1/25
R02,Individual,37,2017/1/25
R03,Corporate,95,2017/1/25
R04,Individual,37,2017/1/25
R05,Corporate,86,2017/1/25
R05,Corporate,95,2017/1/25
R06,Individual,1,2017/1/25
R06,Individual,2,2017/1/25
R06,Individual,3,2017/1/25
R06,Individual,4,2017/1/25
R06,Individual,6,2017/1/25
R06,Individual,8,2017/1/25
R06,Individual,15,2017/1/25
R06,Individual,16,2017/1/25
R06,Individual,18,2017/1/25
R06,Individual,20,2017/1/25
R06,Individual,23,2017/1/25
R06,Individual,34,2017/1/25
R06,Individual,37,2017/1/25
R06,Individual,39,2017/1/25
R06,Individual,41,2017/1/25
R06,Individual,45,2017/1/25
R06,Individual,49,2017/1/25
R10,Corporate,95,2017/1/25
R11,Corporate,95,2017/1/25
R13,Corporate,66,2017/1/25
R13,Corporate,71,2017/1/25
R13,Corporate,76,2017/1/25
R13,Corporate,86,2017/1/25
R13,Corporate,88,2017/1/25
R13,Corporate,95,2017/1/25
R01,Corporate,86,2017/1/26
R03,Corporate,86,2017/1/26
R03,Corporate,100,2017/1/26
R05,Corporate,100,2017/1/26
R06,Corporate,78,2017/1/26
R06,Corporate,86,2017/1/26
R06,Corporate,100,2017/1/26
R06,Individual,2,2017/1/26
R06,Individual,4,2017/1/26
R06,Individual,6,2017/1/26
R06,Individual,10,2017/1/26
R06,Individual,15,2017/1/26
R06,Individual,16,2017/1/26
R06,Individual,18,2017/1/26
R06,Individual,20,2017/1/26
R06,Individual,23,2017/1/26
R06,Individual,25,2017/1/26
R06,Individual,34,2017/1/26
R06,Individual,37,2017/1/26
R06,Individual,39,2017/1/26
R06,Individual,41,2017/1/26
R06,Individual,45,2017/1/26
R06,Individual,49,2017/1/26
R10,Corporate,86,2017/1/26
R10,Corporate,100,2017/1/26
R11,Corporate,100,2017/1/26
R13,Corporate,55,2017/1/26
R13,Corporate,66,2017/1/26
R13,Corporate,71,2017/1/26
R13,Corporate,86,2017/1/26
R13,Corporate,88,2017/1/26
R13,Corporate,95,2017/1/26
R13,Corporate,100,2017/1/26
R15,Corporate,100,2017/1/26
R01,Corporate,88,2017/1/27
R06,Corporate,78,2017/1/27
R06,Individual,3,2017/1/27
R06,Individual,6,2017/1/27
R06,Individual,8,2017/1/27
R06,Individual,14,2017/1/27
R06,Individual,15,2017/1/27
R06,Individual,20,2017/1/27
R06,Individual,34,2017/1/27
R06,Individual,37,2017/1/27
R06,Individual,39,2017/1/27
R06,Individual,41,2017/1/27
R06,Individual,42,2017/1/27
R06,Individual,45,2017/1/27
R13,Corporate,55,2017/1/27
R13,Corporate,66,2017/1/27
R13,Corporate,71,2017/1/27
R13,Corporate,88,2017/1/27
R13,Corporate,90,2017/1/27
R13,Corporate,95,2017/1/27
R06,Individual,41,2017/1/28
R11,Corporate,66,2017/1/28
R13,Corporate,66,2017/1/28
R13,Corporate,95,2017/1/28
R11,Corporate,66,2017/1/29
R13,Corporate,66,2017/1/29
R05,Corporate,95,2017/1/30
R13,Corporate,66,2017/1/30
R13,Corporate,88,2017/1/30
R13,Corporate,95,2017/1/30
R06,Individual,6,2017/1/31
R06,Individual,10,2017/1/31
R06,Individual,14,2017/1/31
R06,Individual,25,2017/1/31
R06,Individual,39,2017/1/31
R06,Individual,41,2017/1/31
R06,Individual,42,2017/1/31
R06,Individual,43,2017/1/31
R11,Individual,41,2017/1/31
R12,Corporate,68,2017/1/31
R12,Corporate,72,2017/1/31
R12,Corporate,81,2017/1/31
R12,Corporate,83,2017/1/31
R12,Corporate,85,2017/1/31
R13,Corporate,66,2017/1/31
R13,Corporate,72,2017/1/31
R13,Corporate,88,2017/1/31
R13,Corporate,95,2017/1/31
R03,Corporate,61,2017/2/1
R05,Corporate,61,2017/2/1
R06,Individual,6,2017/2/1
R06,Individual,10,2017/2/1
R06,Individual,14,2017/2/1
R06,Individual,25,2017/2/1
R06,Individual,39,2017/2/1
R06,Individual,41,2017/2/1
R06,Individual,42,2017/2/1
R06,Individual,43,2017/2/1
R10,Corporate,61,2017/2/1
R10,Individual,38,2017/2/1
R11,Corporate,61,2017/2/1
R13,Corporate,61,2017/2/1
R13,Corporate,66,2017/2/1
R13,Corporate,88,2017/2/1
R01,Corporate,88,2017/2/2
R04,Individual,2,2017/2/2
R04,Individual,3,2017/2/2
R04,Individual,20,2017/2/2
R04,Individual,36,2017/2/2
R06,Individual,6,2017/2/2
R06,Individual,14,2017/2/2
R06,Individual,41,2017/2/2
R06,Individual,42,2017/2/2
R07,Individual,36,2017/2/2
R13,Corporate,66,2017/2/2
R13,Corporate,72,2017/2/2
R13,Corporate,88,2017/2/2
R04,Individual,12,2017/2/3
R04,Individual,23,2017/2/3
R04,Individual,38,2017/2/3
R06,Individual,6,2017/2/3
R06,Individual,11,2017/2/3
R06,Individual,27,2017/2/3
R06,Individual,36,2017/2/3
R06,Individual,41,2017/2/3
R06,Individual,42,2017/2/3
R06,Individual,43,2017/2/3
R07,Individual,23,2017/2/3
R10,Individual,38,2017/2/3
R11,Corporate,88,2017/2/3
R11,Individual,38,2017/2/3
R13,Corporate,51,2017/2/3
R13,Corporate,59,2017/2/3
R13,Corporate,66,2017/2/3
R13,Corporate,86,2017/2/3
R13,Corporate,88,2017/2/3
R13,Corporate,95,2017/2/3
R04,Individual,34,2017/2/4
R06,Individual,6,2017/2/4
R06,Individual,11,2017/2/4
R06,Individual,14,2017/2/4
R06,Individual,27,2017/2/4
R06,Individual,28,2017/2/4
R06,Individual,32,2017/2/4
R06,Individual,37,2017/2/4
